name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Guiyang,2016-05-31,31.0,21.8,25.6,34.6,21.8,26.4,20.3,73.3,0.0,0,0.0,,0.0,0.0,67.0,36.0,194.0,1005.9,69.1,12.9,232.9,20.1,8,,2016-05-31T06:00:27,2016-05-31T19:42:07,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-01,31.0,21.0,26.3,34.6,21.0,27.5,20.6,71.7,0.0,0,0.0,,0.0,0.0,47.5,28.8,192.8,1005.4,57.0,13.0,233.2,20.4,7,,2016-06-01T06:00:16,2016-06-01T19:42:36,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-02,32.0,19.8,25.1,34.9,19.8,25.8,20.2,76.2,12.0,100,4.17,rain,0.0,0.0,43.2,25.2,200.3,1005.0,61.5,11.0,252.4,22.1,8,,2016-06-02T06:00:07,2016-06-02T19:43:04,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2016-06-03,24.0,17.0,20.5,24.0,17.0,20.5,17.6,84.5,21.3,100,12.5,rain,0.0,0.0,28.4,14.4,15.1,1009.8,72.1,10.1,140.9,12.3,5,,2016-06-03T05:59:58,2016-06-03T19:43:32,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2016-06-04,28.0,16.0,21.8,29.2,16.0,22.0,17.9,80.5,0.0,0,0.0,,0.0,0.0,23.4,12.6,98.2,1010.6,56.6,7.3,311.0,26.9,10,,2016-06-04T05:59:51,2016-06-04T19:43:59,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-05,29.0,19.0,23.1,30.3,19.0,23.4,17.7,74.1,0.0,0,0.0,,0.0,0.0,28.1,12.6,42.5,1011.8,46.5,10.1,273.0,23.6,9,,2016-06-05T05:59:45,2016-06-05T19:44:25,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-06,32.0,16.0,24.3,31.6,16.0,24.3,16.7,67.6,0.0,0,0.0,,0.0,0.0,27.7,14.4,184.0,1010.8,54.1,10.1,333.0,28.8,10,,2016-06-06T05:59:41,2016-06-06T19:44:51,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-07,23.0,18.0,20.3,23.0,18.0,20.3,18.3,88.6,40.3,100,8.33,rain,0.0,0.0,40.7,14.4,100.8,1010.9,85.9,9.6,75.5,6.6,3,,2016-06-07T05:59:37,2016-06-07T19:45:16,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-06-08,25.0,17.6,21.3,25.0,17.6,21.3,18.2,83.4,0.0,0,0.0,,0.0,0.0,27.7,10.8,34.0,1011.0,88.6,9.3,211.0,18.4,7,,2016-06-08T05:59:35,2016-06-08T19:45:41,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-09,24.4,19.0,21.1,24.4,19.0,21.1,19.8,92.5,1.0,100,4.17,rain,0.0,0.0,28.4,14.4,60.1,1010.2,92.6,7.8,172.3,14.9,6,,2016-06-09T05:59:34,2016-06-09T19:46:04,0.13,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2016-06-10,25.2,19.4,21.6,25.2,19.4,21.6,19.7,89.4,0.4,100,4.17,rain,0.0,0.0,26.3,18.0,24.2,1009.3,88.3,6.6,104.5,9.0,4,,2016-06-10T05:59:34,2016-06-10T19:46:27,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2016-06-11,22.0,18.6,20.1,22.0,18.6,20.1,18.6,91.5,1.0,100,4.17,rain,0.0,0.0,29.2,10.8,23.8,1009.6,99.5,6.6,104.8,9.0,4,,2016-06-11T05:59:36,2016-06-11T19:46:50,0.2,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"ZUGY,57816099999"
Guiyang,2016-06-12,24.0,18.0,20.3,24.0,18.0,20.3,18.9,92.3,12.0,100,8.33,rain,0.0,0.0,25.9,10.8,29.9,1009.7,93.3,6.8,133.3,11.4,5,,2016-06-12T05:59:38,2016-06-12T19:47:11,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2016-06-13,28.0,18.0,22.8,29.2,18.0,23.1,19.3,82.5,0.0,0,0.0,,0.0,0.0,17.6,10.8,135.2,1007.6,63.8,8.5,193.4,16.7,6,,2016-06-13T05:59:42,2016-06-13T19:47:32,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-14,29.0,20.0,23.3,32.0,20.0,23.8,21.0,88.2,0.8,100,4.17,rain,0.0,0.0,30.6,14.4,194.5,1004.5,81.6,10.0,186.4,16.0,7,,2016-06-14T05:59:47,2016-06-14T19:47:51,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2016-06-15,21.0,16.8,19.4,21.0,16.8,19.4,19.0,97.4,8.1,100,16.67,rain,0.0,0.0,51.1,21.6,5.2,1007.9,100.0,8.4,55.5,4.9,3,,2016-06-15T05:59:53,2016-06-15T19:48:10,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2016-06-16,26.0,16.7,20.3,26.0,16.7,20.3,15.2,75.4,0.3,100,4.17,rain,0.0,0.0,22.0,21.6,183.9,1012.7,68.2,11.3,130.4,11.4,6,,2016-06-16T06:00:01,2016-06-16T19:48:28,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"ZUGY,57816099999"
Guiyang,2016-06-17,26.0,15.0,21.2,26.0,15.0,21.2,17.3,79.5,0.0,0,0.0,,0.0,0.0,52.2,21.6,190.6,1008.2,64.3,12.0,169.5,14.8,5,,2016-06-17T06:00:09,2016-06-17T19:48:45,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-18,27.0,21.5,24.0,28.8,21.5,24.1,20.3,80.4,0.0,0,0.0,,0.0,0.0,53.6,28.8,190.6,1007.1,94.3,12.5,193.0,16.7,7,,2016-06-18T06:00:18,2016-06-18T19:49:01,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2016-06-19,26.0,22.6,24.3,26.0,22.6,24.3,20.6,80.1,0.0,0,0.0,,0.0,0.0,52.6,25.2,192.0,1007.2,95.6,12.7,137.5,11.7,6,,2016-06-19T06:00:29,2016-06-19T19:49:16,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2016-06-20,28.0,21.1,23.4,30.7,21.1,23.6,21.4,89.2,6.0,100,12.5,rain,0.0,0.0,40.0,21.6,199.1,1006.8,87.2,11.3,138.9,11.9,6,,2016-06-20T06:00:40,2016-06-20T19:49:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2016-06-21,28.0,21.9,24.5,30.1,21.9,25.0,20.8,80.3,0.0,0,0.0,,0.0,0.0,48.6,25.2,195.2,1008.3,80.4,12.1,214.1,18.6,9,,2016-06-21T06:00:53,2016-06-21T19:49:43,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-22,30.0,21.5,24.9,32.6,21.5,25.6,20.6,78.1,1.1,100,4.17,rain,0.0,0.0,56.2,36.0,194.3,1009.1,72.7,12.4,219.9,18.9,7,,2016-06-22T06:01:06,2016-06-22T19:49:55,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2016-06-23,30.0,22.3,25.6,32.6,22.3,26.3,20.4,73.6,0.0,0,0.0,,0.0,0.0,63.4,36.0,189.5,1006.9,69.2,12.9,238.4,20.6,8,,2016-06-23T06:01:21,2016-06-23T19:50:06,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-24,29.0,22.8,25.3,32.0,22.8,26.0,20.5,75.4,0.0,0,0.0,,0.0,0.0,53.3,28.8,192.4,1007.8,74.0,12.8,190.3,16.4,7,,2016-06-24T06:01:36,2016-06-24T19:50:16,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-25,25.0,18.6,21.8,25.0,18.6,21.8,18.8,83.2,11.0,100,8.33,rain,0.0,0.0,28.1,14.4,22.3,1012.4,93.2,11.2,110.1,9.6,4,,2016-06-25T06:01:52,2016-06-25T19:50:24,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2016-06-26,31.0,19.0,24.8,33.7,19.0,25.6,19.8,75.5,0.0,0,0.0,,0.0,0.0,49.0,32.4,189.4,1011.4,57.6,11.5,246.1,21.0,8,,2016-06-26T06:02:10,2016-06-26T19:50:32,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-27,30.0,21.3,25.2,32.6,21.3,26.0,20.5,76.3,0.0,0,0.0,,0.0,0.0,42.1,25.2,187.8,1009.2,78.8,12.6,207.3,18.0,8,,2016-06-27T06:02:28,2016-06-27T19:50:38,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-06-28,27.0,20.9,23.0,28.8,20.9,23.1,20.6,87.0,0.0,0,0.0,,0.0,0.0,42.5,25.2,196.7,1009.8,91.9,10.0,207.4,17.7,8,,2016-06-28T06:02:47,2016-06-28T19:50:43,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2016-06-29,29.0,20.0,23.8,32.0,20.0,24.4,20.6,83.5,0.2,100,8.33,rain,0.0,0.0,44.3,18.0,191.2,1011.2,85.1,10.2,187.6,16.2,7,,2016-06-29T06:03:06,2016-06-29T19:50:47,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-06-30,29.0,21.0,24.4,31.4,21.0,24.9,20.1,77.4,0.0,0,0.0,,0.0,0.0,55.1,28.8,188.2,1008.0,72.4,12.7,174.3,15.1,7,,2016-06-30T06:03:27,2016-06-30T19:50:50,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-01,28.0,19.0,22.7,30.1,19.0,22.9,20.1,86.1,42.1,100,16.67,rain,0.0,0.0,43.9,18.0,205.2,1006.6,80.0,11.2,131.5,11.5,5,,2016-07-01T06:03:48,2016-07-01T19:50:51,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-07-02,28.0,19.8,23.3,29.7,19.8,23.6,20.0,82.7,0.2,100,4.17,rain,0.0,0.0,32.0,10.8,197.0,1007.4,72.2,10.5,190.5,16.4,6,,2016-07-02T06:04:10,2016-07-02T19:50:51,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2016-07-03,28.0,21.0,23.9,30.7,21.0,24.2,21.2,85.6,0.0,0,0.0,,0.0,0.0,29.5,21.6,195.0,1006.0,74.6,11.6,90.8,7.8,3,,2016-07-03T06:04:33,2016-07-03T19:50:50,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-04,29.0,21.0,24.0,31.4,21.0,24.5,20.8,83.8,6.2,100,12.5,rain,0.0,0.0,28.4,12.6,32.9,1005.2,68.8,10.6,225.3,19.4,7,,2016-07-04T06:04:56,2016-07-04T19:50:48,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-07-05,25.7,19.0,22.1,25.7,19.0,22.1,20.4,90.5,4.0,100,4.17,rain,0.0,0.0,34.9,16.2,42.3,1008.1,89.6,11.5,159.4,13.7,6,,2016-07-05T06:05:20,2016-07-05T19:50:44,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2016-07-06,24.0,20.0,22.2,24.0,20.0,22.2,19.7,86.6,5.7,100,16.67,rain,0.0,0.0,44.3,14.4,168.1,1011.0,87.4,12.4,97.6,8.4,3,,2016-07-06T06:05:45,2016-07-06T19:50:40,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2016-07-07,30.0,19.0,23.7,31.9,19.0,24.2,19.6,79.4,0.6,100,4.17,rain,0.0,0.0,45.0,25.2,197.0,1011.3,68.2,11.9,246.6,21.3,8,,2016-07-07T06:06:10,2016-07-07T19:50:33,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"ZUGY,57816099999"
Guiyang,2016-07-08,32.0,20.0,24.9,34.9,20.0,25.8,20.1,76.2,0.0,0,0.0,,0.0,0.0,45.0,28.8,186.9,1007.5,53.2,13.0,268.1,23.2,8,,2016-07-08T06:06:35,2016-07-08T19:50:26,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-09,33.0,20.0,26.0,36.1,20.0,27.3,21.0,76.5,0.0,0,0.0,,0.0,0.0,41.0,21.6,185.7,1005.0,49.9,12.7,259.2,22.4,7,,2016-07-09T06:07:01,2016-07-09T19:50:17,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-10,33.0,20.0,25.6,38.1,20.0,27.0,21.6,80.3,0.0,0,0.0,,0.0,0.0,36.0,18.0,162.9,1003.8,37.4,11.9,273.3,23.6,8,,2016-07-10T06:07:28,2016-07-10T19:50:07,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-11,32.0,20.0,25.5,37.9,20.0,27.0,22.0,82.8,5.1,100,4.17,rain,0.0,0.0,57.6,19.7,173.3,1004.7,61.4,10.9,275.6,23.9,9,,2016-07-11T06:07:55,2016-07-11T19:49:56,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2016-07-12,33.0,22.0,26.9,38.1,22.0,29.0,22.7,79.7,0.0,0,0.0,,0.0,0.0,31.0,14.4,174.5,1004.8,64.6,11.1,256.8,22.1,9,,2016-07-12T06:08:23,2016-07-12T19:49:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-13,31.0,22.0,25.3,35.5,22.0,26.4,21.5,80.1,0.0,0,0.0,,0.0,0.0,36.4,21.6,183.9,1005.5,58.1,11.7,1.2,0.1,0,,2016-07-13T06:08:51,2016-07-13T19:49:29,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-14,30.0,19.5,24.6,32.6,19.5,25.2,20.6,79.8,0.0,0,0.0,,0.0,0.0,43.2,27.1,197.1,1006.7,77.4,12.5,219.7,18.8,8,,2016-07-14T06:09:19,2016-07-14T19:49:13,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-15,28.0,18.8,22.3,29.7,18.8,22.5,19.1,82.9,4.7,100,8.33,rain,0.0,0.0,23.4,14.4,200.4,1008.5,80.7,11.5,172.6,15.0,6,,2016-07-15T06:09:48,2016-07-15T19:48:57,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2016-07-16,30.0,21.0,24.8,33.3,21.0,25.6,21.7,83.7,0.0,0,0.0,,0.0,0.0,38.2,21.6,187.7,1007.6,79.1,10.9,194.8,17.0,7,,2016-07-16T06:10:16,2016-07-16T19:48:39,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-17,27.0,20.8,23.5,29.6,20.8,23.7,21.1,87.3,0.9,100,8.33,rain,0.0,0.0,37.1,21.6,185.9,1008.3,79.9,11.9,198.4,17.1,8,,2016-07-17T06:10:46,2016-07-17T19:48:19,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-07-18,30.0,23.0,25.4,33.3,23.0,26.3,21.7,80.5,0.0,0,0.0,,0.0,0.0,57.6,36.0,189.3,1004.1,87.6,12.5,210.8,18.3,8,,2016-07-18T06:11:15,2016-07-18T19:47:59,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-19,27.0,22.9,24.7,29.2,22.9,24.8,21.5,82.9,0.0,0,0.0,,0.0,0.0,54.4,28.8,194.2,1003.6,90.6,11.8,117.1,9.9,5,,2016-07-19T06:11:45,2016-07-19T19:47:37,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2016-07-20,29.0,22.0,25.4,32.7,22.0,26.6,21.9,81.9,1.0,100,4.17,rain,0.0,0.0,47.9,28.8,195.5,1005.9,78.0,12.3,250.0,21.5,8,,2016-07-20T06:12:15,2016-07-20T19:47:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2016-07-21,30.0,22.0,25.4,32.6,22.0,26.2,20.5,75.4,0.0,0,0.0,,0.0,0.0,60.1,32.4,192.8,1008.4,55.9,13.3,239.8,20.9,7,,2016-07-21T06:12:45,2016-07-21T19:46:49,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-22,30.0,21.9,25.0,32.6,21.9,25.6,19.8,73.6,0.0,0,0.0,,0.0,0.0,59.0,36.0,189.6,1009.2,58.7,13.4,253.1,22.0,7,,2016-07-22T06:13:15,2016-07-22T19:46:23,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-23,30.0,21.0,25.0,32.6,21.0,25.7,20.0,74.5,0.0,0,0.0,,0.0,0.0,55.4,28.8,189.3,1008.5,67.2,13.3,252.4,22.1,8,,2016-07-23T06:13:45,2016-07-23T19:45:56,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-24,32.0,22.0,26.1,34.9,22.0,26.9,19.9,70.2,0.0,0,0.0,,0.0,0.0,53.3,25.2,182.8,1009.3,47.4,12.9,270.1,23.4,9,,2016-07-24T06:14:16,2016-07-24T19:45:27,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-25,33.0,21.0,26.6,35.3,21.0,27.5,19.6,67.7,0.0,0,0.0,,0.0,0.0,39.6,25.2,188.0,1011.7,26.1,13.0,285.3,24.7,9,,2016-07-25T06:14:46,2016-07-25T19:44:58,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-26,34.0,19.0,26.7,37.3,19.0,27.7,19.4,67.3,0.0,0,0.0,,0.0,0.0,34.9,21.6,188.0,1010.7,20.8,12.9,297.8,25.7,9,,2016-07-26T06:15:17,2016-07-26T19:44:27,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-27,33.0,19.0,25.4,34.0,19.0,25.9,19.0,70.0,0.0,0,0.0,,0.0,0.0,36.4,18.0,161.1,1011.0,30.9,12.1,301.2,26.0,9,,2016-07-27T06:15:48,2016-07-27T19:43:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-28,32.0,19.0,24.8,32.9,19.0,25.0,18.5,71.1,0.0,0,0.0,,0.0,0.0,36.7,18.0,191.1,1012.3,41.4,12.5,296.8,25.7,9,,2016-07-28T06:16:18,2016-07-28T19:43:21,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-29,28.0,20.0,23.3,28.9,20.0,23.4,18.3,74.7,0.0,0,0.0,,0.0,0.0,50.4,21.6,193.0,1012.9,51.2,13.3,212.1,18.4,7,,2016-07-29T06:16:49,2016-07-29T19:42:47,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-30,32.0,20.0,24.8,33.5,20.0,25.3,19.0,72.3,0.0,0,0.0,,0.0,0.0,45.4,25.2,191.7,1012.0,65.3,13.0,250.6,21.5,8,,2016-07-30T06:17:20,2016-07-30T19:42:11,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-07-31,35.0,19.0,26.6,36.3,19.0,27.4,18.7,65.3,0.0,0,0.0,,0.0,0.0,37.4,14.4,183.6,1010.1,46.1,13.1,305.5,26.5,9,,2016-07-31T06:17:51,2016-07-31T19:41:34,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-08-01,34.0,19.0,26.2,34.1,19.0,26.7,18.6,66.3,1.0,100,4.17,rain,0.0,0.0,22.0,14.4,123.4,1008.7,34.2,11.5,285.9,24.8,9,,2016-08-01T06:18:21,2016-08-01T19:40:56,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2016-08-02,33.0,20.0,24.6,34.0,20.0,25.0,19.4,75.1,0.0,0,0.0,,0.0,0.0,47.5,25.4,40.3,1006.8,50.0,11.0,265.6,23.0,9,,2016-08-02T06:18:52,2016-08-02T19:40:17,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-08-03,24.0,20.0,21.5,24.0,20.0,21.5,20.2,92.8,4.6,100,12.5,rain,0.0,0.0,46.4,21.6,25.6,1006.2,97.5,11.0,56.0,4.7,3,,2016-08-03T06:19:22,2016-08-03T19:39:36,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-08-04,23.0,19.7,20.7,23.0,19.7,20.7,20.5,98.7,41.3,100,16.67,rain,0.0,0.0,46.4,10.9,70.4,1009.6,100.0,7.7,40.7,3.4,2,,2016-08-04T06:19:53,2016-08-04T19:38:55,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2016-08-05,28.0,20.3,22.8,29.7,20.3,22.9,20.4,87.5,19.0,100,16.67,rain,0.0,0.0,43.6,21.6,202.3,1011.6,78.6,9.3,120.1,10.6,5,,2016-08-05T06:20:23,2016-08-05T19:38:12,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2016-08-06,26.0,20.2,22.5,26.0,20.2,22.5,20.9,90.7,2.1,100,8.33,rain,0.0,0.0,36.0,18.0,203.8,1010.0,92.1,10.0,182.8,15.7,7,,2016-08-06T06:20:53,2016-08-06T19:37:29,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-08-07,31.0,19.0,23.7,33.0,19.0,24.2,19.8,81.4,0.4,100,8.33,rain,0.0,0.0,27.7,21.6,254.9,1007.7,82.0,9.2,212.6,18.4,7,,2016-08-07T06:21:23,2016-08-07T19:36:44,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2016-08-08,31.0,19.0,24.4,33.0,19.0,24.9,19.7,77.4,0.0,0,0.0,,0.0,0.0,20.5,9.0,3.2,1007.7,73.4,8.8,251.3,21.7,8,,2016-08-08T06:21:53,2016-08-08T19:35:58,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-08-09,31.0,21.0,24.6,33.7,21.0,25.2,20.4,79.1,0.0,0,0.0,,0.0,0.0,25.6,14.4,59.0,1007.5,76.3,9.0,237.4,20.3,8,,2016-08-09T06:22:23,2016-08-09T19:35:11,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-08-10,31.0,20.0,24.8,33.7,20.0,25.7,20.4,78.5,0.0,0,0.0,,0.0,0.0,36.0,18.0,44.9,1007.8,70.1,10.5,203.8,17.4,7,,2016-08-10T06:22:53,2016-08-10T19:34:24,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-08-11,29.0,21.0,23.2,32.0,21.0,23.5,21.1,89.0,9.3,100,8.33,rain,0.0,0.0,27.0,10.9,41.5,1009.3,81.6,10.6,139.0,12.0,6,,2016-08-11T06:23:22,2016-08-11T19:33:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-08-12,28.0,20.6,23.9,30.7,20.6,24.3,21.1,85.4,0.0,0,0.0,,0.0,0.0,30.6,14.4,38.3,1008.5,66.3,10.2,221.5,19.2,8,,2016-08-12T06:23:52,2016-08-12T19:32:45,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2016-08-13,28.0,21.0,23.6,30.7,21.0,24.0,21.8,90.5,8.6,100,12.5,rain,0.0,0.0,61.2,18.0,32.7,1006.3,69.8,10.5,172.0,14.8,6,,2016-08-13T06:24:21,2016-08-13T19:31:55,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-08-14,30.0,21.0,23.9,33.3,21.0,24.6,21.4,87.6,11.8,100,8.33,rain,0.0,0.0,41.4,21.7,40.3,1005.9,69.8,10.5,188.7,16.4,7,,2016-08-14T06:24:50,2016-08-14T19:31:03,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-08-15,27.0,20.0,21.9,29.2,20.0,22.0,20.9,94.4,10.1,100,12.5,rain,0.0,0.0,37.8,16.2,19.5,1006.1,79.0,10.9,154.6,13.3,6,,2016-08-15T06:25:19,2016-08-15T19:30:11,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2016-08-16,29.0,20.0,23.0,32.7,20.0,23.6,21.1,90.1,13.0,100,8.33,rain,0.0,0.0,35.3,12.6,34.7,1006.2,64.6,7.4,240.2,20.8,9,,2016-08-16T06:25:47,2016-08-16T19:29:17,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
